liste;ID;Titre;Sous-titre;Édition;Type;EAN;"Prix indicatif";Joueur(s);Durée;Age(s);Langues;Univers;Gamme(s);Catégorie(s);Thème(s);Mécanisme(s);Éditeur(s);Auteur(s);Illustrateur(s)
"Escape game";48012;"Escape Puzzle Kids - Safari dans la jungle";"368 pièces";2021;basegame;4005556129348;14,9;Solo;30;9+;français;;"Escape Puzzle";"Escape Game,Puzzle";Animaux,Jungle;Logique,Observation,Puzzle;Ravensburger;"Johannes Schiller";
"Escape game";48676;"Escape Puzzle Kids - Une Nuit au Musée";;2020;basegame;4005556129355;14,9;Solo;"30 — 60";9+;français;;"Escape Puzzle";Puzzle;Arts;Logique,Observation,Puzzle;Ravensburger;"Johannes Schiller";
"Escape game";46198;"Escape Puzzle Kids - Le parc d'attractions";;2021;basegame;4005556129362;19;Solo;60;9+;français;;"Escape Puzzle";Casse-tête,Puzzle;"Parc d'attractions";Logique,Observation,Puzzle,Réflexion,Solo;Ravensburger;;
Ambiance;29462;"Stay Cool";;2019;basegame;0807658000808;20;"3 — 7";"10 — 30";12+;français;;"Stay Cool";"Jeu d'Ambiance";"Culture générale";"Argumentation,Prise de risque,Questions & Réponses,Réflexion";"Le Scorpion Masqué";"Julien Sentis";"Nicolas Rivet,Sébastien Bizos"
Rétro;35304;Anti-Monopoly;;2019;basegame;3760046782571;24,9;"2 — 6";120;8+;français;;Anti-Monopoly;"Jeu de plateau";"Bourse & Finances";"Collection,Échange & Troc,Enchères";Megableu;"Ralph Anspach";
"Escape game";25980;Detective;"Un jeu d'enquête moderne";2018;basegame;3760175515668,9782955227367;45;"1 — 5";"120 — 180";16+;français;;Detective;"Jeu D'Enquête";"Contemporain,Enquêtes & Mystères";Argumentation,Campagne,Coopération,Observation;Iello;"Ignacy Trzewiczek,Jakub Lapot,Przemysław Rymer";"Aga Jakimiec,Rafal Szyma"
"Jeux de Rôle / Aventures";45325;"Dreamquest - L'Épée Des Rêveurs";;2021;basegame;3558380084457;20;Duo;30;6+;français;;Dreamquest;"Livre jeu";Fantastique,Horreur;"Coopération,Gestion de main,Narration";"Elixeer,Space Cow";"Fabien Vincourt,Nicolas Jarry";"Vincent Powell,Yann Thomas"
"Escape game";61079;"Unlock! Extraordinary Adventures";;2022;basegame;3558380099512;35;"1 — 6";60;10+;français;;Unlock!;"Escape Game,Jeu de Cartes";"Enquêtes & Mystères";Combinaison,Coopération,Déduction,Énigme,Exploration,Logique,Observation;"Space Cowboys";"Jack Gitz,Mathieu Casnin,Renaud Chaillat";"Cyrille Bertin,Laurent Bazart,Neriac"
"Escape game";53023;"Unlock! Game Adventures";;2021;basegame;3558380095477;35;"1 — 6";60;10+;français;Mysterium,Pandemic;"Les Aventuriers Du Rail,Unlock!";"Escape Game,Jeu de Cartes";"Enquêtes & Mystères,Onirique,Trains";Combinaison,Coopération,Déduction,Énigme,Exploration,Logique,Observation;"Space Cowboys";"Cyril Demaegd,Jeremy Kosh,Mathieu Casnin,Thomas Cauet";"Jérôme Pélissier,Julien Delval,Martin Mottet,Xavier Collette"
Famille;58897;"Unlock! Kids - Histoires d'Époques";;2022;basegame;3558380096351;25;"1 — 4";20;6+;français;;"Unlock!,Unlock! Kids";"Escape Game,Jeu de Cartes";"Enquêtes & Mystères";Combinaison,Coopération,Déduction,Énigme,Exploration,Logique,Observation;"Space Cow,Space Cowboys";"Florian Fay,Marie Fort,Sandra Lebrun,Wilfried Fort";"Marine Cazaux,Olivier Danchin,Rémy Tornior"
"Escape game";58897;"Unlock! Kids - Histoires d'Époques";;2022;basegame;3558380096351;25;"1 — 4";20;6+;français;;"Unlock!,Unlock! Kids";"Escape Game,Jeu de Cartes";"Enquêtes & Mystères";Combinaison,Coopération,Déduction,Énigme,Exploration,Logique,Observation;"Space Cow,Space Cowboys";"Florian Fay,Marie Fort,Sandra Lebrun,Wilfried Fort";"Marine Cazaux,Olivier Danchin,Rémy Tornior"
Famille;21955;"Encore !";;2016;basegame;4001504881634;11,5;"1 — 6";30;8+;français;;"Encore !";"Jeu de dés";Abstrait;"Choix simultanés,Roll & Write,Stop ou encore";Schmidt;"Inka Brand,Markus Brand";
Enfance;49469;"Team Story";;2021;basegame;3760175517792;0;"2 — 7";30;5+;français;;;"Jeu de Cartes";Contes;Argumentation,Observation;Loki;"Marie Chaplet,Steffanie Yeakle";"Chiara Galletti"
Famille;42260;"Ghost Adventure";;2020;basegame;3770005388126;26,9;"1 — 4";"15 — 30";8+;français;;"Ghost Adventure";"Jeu D'Adresse";"Animaux,Fantastique,Fantômes & Esprits,Souris";"Adresse & Dextérité,Contrat,Coopération,Équipes,Parcours,Plateau modulaire,Scénarios,Solo,Temps réel";"Buzzy Games";"Wlad Watine";"Jules Dubost,Yann Valeani"
Famille;37539;"Via Magica";;2020;basegame;7612577007004;25;"2 — 6";30;7+;français;;Augustus;"Jeu de Cartes";"Magie & Sorcellerie";"Chance & Hasard,Collection,Combinaison,Placement d'ouvriers,Pouvoir,Prise de risque";Hurrican;"Paolo Mori";"Biboun,Camille Chaussy,Jean-Baptiste Reynaud,Jérémie Fleury,Mathieu Leyssenne,Paul Mafayon,Régis Torres"
Ambiance;36384;"Mots a Gogo";;2019;basegame;0868240000484;20,9;"4 — 6";30;8+;français;;;"Jeu d'Ambiance,Jeu de Cartes";Lettres;"Affrontement Direct,Équipes";"The Good Game Company";"Dave Yearick";
Expert;32630;Villainous;;2019;basegame;4005556260676;45;"2 — 6";"40 — 120";10+;français;Disney;"Disney Villainous,Villainous";"Jeu de Cartes";"Contes,Dessin animé,Fantastique,Médiéval";"Asymétrie,Combinaison,Gestion de main,Points d'action,Pouvoir";Ravensburger;"Prospero Hall";"Disney Studio"
Enfance;61846;"Devin'Nez !";;2017;basegame;8436538672709;19,9;"2 — 8";15;6+;français;;;"Jeu d'Ambiance";;Déduction;Megableu;;
"Ludique Educatif";61843;"La Coffret de la Ferme";;2015;basegame;8008324063413;0;"2 — 4";"30 — 60";6+;français;;;"Jeu Éducatif";Agriculture,Lettres;"Association d'idées";"Lisciani Giochi";;
"Ludique Educatif";61842;"Petit Savant : La Maternelle";;2015;basegame;8005125624119;12,95;"1 — 4";15;"3 — 6";français;;"Petit Savant";"Jeu Éducatif";Chiffres,Lettres;"Association d'idées,Logique,Motricité";Clementoni;;
Famille;41158;"Non Merci !";;2020;basegame;3421272426119;14;"3 — 7";20;8+;français;;"Non Merci";"Jeu de Cartes";Abstrait,Chiffres;"Enchères,Pari,Prise de risque";Gigamic;"Thorsten Gimmler";Zongoh
Famille;40703;Push;;2020;basegame;4005556268283;11,95;"2 — 6";20;8+;français;;"Push Ravensburger";"Jeu de Cartes";Abstrait;"Gestion de main,Stop ou encore";Ravensburger;"Prospero Hall";"Prospero Hall"
Famille;36568;"Salade 2 Points";;2020;basegame;3421272421718;13,9;"2 — 6";20;8+;français;;"Salade 2 Points";"Jeu de Cartes";Alimentation;Collection,Combinaison;Gigamic;"Molly Johnson,Robert Melvin,Shawn Stankewich";"Dylan Mangin"
Famille;40800;"Codex Naturalis";;2020;basegame;3760267990519;16;"2 — 4";25;7+;français,anglais;;"Codex Naturalis";"Jeu de Cartes";Abstrait,Animaux,Arts,Champignons,Insectes,Littérature,Médiéval,Nature,Sciences,Végétaux;"Combinaison,Développement,Gestion de ressources,Objectif secret,Placement de cartes,Programmation,Stratégie";Bombyx;"Thomas Dupont";"Maxime Morin"
Famille;1673;"Flash !";;2014;basegame;3770000904246;14,9;"2 — 6";10;7+;français,anglais;;;"Jeu de dés";Abstrait,Chiffres;"Chance & Hasard,Combinaison,Rapidité";"Blue Orange";"Thierry Denoual";
Ambiance;25831;"Burger Quiz";;2018;basegame;3262190010956;25;"2 — 7";"30 — 60";10+;français;;"Burger Quiz";"Jeu de Cartes,Jeu De Connaissances";"Culture générale,Émissions TV,Humour";"Équipes,Gestion de main,Mémorisation,Questions & Réponses,Rapidité";Dujardin;"Alain Chabat";
Famille;26065;"No Panic! Extrême";;2011;basegame;8711808703254;29,95;"4 — 10";30;8+;français;;"No Panic!";"Jeu De Connaissances";"Vie quotidienne";"Gestion de main,Questions & Réponses";Goliath;;
Famille;23366;Fold-it;;2017;basegame;;0;"1 — 4";20;8+;français;;Fold-It;Casse-tête;;"Adresse & Dextérité,Élimination,Logique,Rapidité";Goliath;"Goh Taeyun";
Famille;506;"Dice Crash";;2016;basegame;;20;"2 — 4";15;6+;français;;;"Jeu de dés,Jeu de plateau";Abstrait;"Adresse & Dextérité";"La Haute Roche";"Rémi Saunier";"Stéphane Gantiez"
Enfance;33202;"Puissance 4 shots";;2018;basegame;;19,99;Duo;"10 — 15";8+;français;;"Puissance 4";"Jeu de pions";Abstrait;Alignement,Combinaison;Hasbro;;
Enfance;22614;"Tap'ta moustache";;2015;basegame;;0;"3 — 6";15;5+;français;;;"Jeu de Cartes";;;"Spin Master";;
Enfance;3060;Mirogolo;;2008;basegame;8711808761025;20;"4 — 12";45;9+;français;;Mirogolo;"Jeu de plateau";Humour;"Course,Dessin,Équipes,Jet De Dés";Goliath;;
Famille;28482;"Mots Mêlés";;2017;basegame;8711808705289;29;"2 — 4";30;7+;français;;"Mots Mêlés";"Jeu de lettres";Abstrait,Lettres;Vocabulaire;Goliath;;
Enfance;61769;"Ne dites pas Oui ne dites pas Non Junior";;2012;basegame;8710125870311;29;"2 — 8";30;7+;français;;;"Jeu d'Ambiance";;"Communication Restreinte";King;;
"Escape game";53807;"Echoes - L'Éclipse";"Jeu d'enquête audio";2022;basegame;4005556206667;10,9;"1 — 6";60;14+;français;;Echoes;"Jeu de plateau";Science-fiction;Coopération,Déduction;Ravensburger;"Dave Neale,Matthew Dunstan";"Harnickell Design,Samuel Bourguignon,Thomas Giles"
Famille;53275;"Rolit Travel";;2008;basegame;;0;"2 — 4";15;7+;français,anglais,allemand,espagnol,italien,néerlandais,portugais;;Rolit;"Jeu de pions";Couleurs;Stratégie;Goliath;Kinetic;Kinetic
"Petite Enfance";61602;"Cubes à idées";;2009;basegame;5011666010413;0;Solo;15;3+;français;;"Cubes à idées";Puzzle;Couleurs,Formes;"Association d'idées,Logique,Observation,Puzzle";Tomy;;
"Petite Enfance";61601;"FantaColor Junior Barbapapa";;2009;basegame;8007905074046;29,9;Solo;10;"2 — 5";français,anglais,allemand,italien;Barbapapa;fantacolor;"Jeu D'Éveil";Couleurs,Formes;"Adresse & Dextérité,Logique,Observation";Quercetti;;
"Ludique Educatif";25178;"Il était une fois... la vie";;2017;basegame;8412668173552;19,99;"2 — 6";45;6+;français;;"Il était une fois...";"Jeu De Connaissances";;"Questions & Réponses";Educa;;
Enfance;6796;"Rummikub Junior";;2010;basegame;5010994200855;0;"2 — 4";20;4+;français;;Rummikub;"Jeu de tuiles";Chiffres;"Association d'idées";Hasbro;;
"Petite Enfance";50540;"Touche et Trouve";;2015;basegame;;23,9;"2 — 6";20;2+;français;;"Touche et Trouve";"Jeu Éducatif";"Animaux,Automobile,Vie quotidienne";Loto,Toucher;Vilac;;
Enfance;48774;"Croque-Carotte -  la course folle des lapins";;2010;basegame;4005556223244;9,9;"2 — 4";30;4+;français;;Croque-carotte;"Jeu de plateau";Alimentation,Animaux;Course,Parcours;Ravensburger;;
Enfance;23688;"La Légende du Capitaine Barbe Blanche";;2017;basegame;4010168226262;12;"2 — 4";"15 — 30";5+;français;;;"Jeu de plateau";Pirates;"Coopération,Jet De Dés";Haba;"Cyril Fay";"Claus Stephan"
Enfance;29094;"La bande de voleurs";;2011;basegame;4010168054858;5,49;"2 — 4";10;"6 — 12";français;;;"Jeu de Cartes";Voleur;Observation,Rapidité;Haba;;
Ambiance;23290;"IKNOW - Hit List";;2016;basegame;6416739539553;25;"2 — 6";30;12;français;;IKNOW;"Jeu d'Ambiance,Jeu De Connaissances";"Culture générale";"Pari,Questions & Réponses";Tactic;Tactic;
Famille;19467;Azul;;2017;basegame;0826956620105,4250231715600,5413407050038,0826956420200;37;"2 — 4";"30 — 45";8+;français;;Azul;"Jeu de tuiles";Abstrait,Arts,Portugal,Renaissance;"Combinaison,Placement de tuiles";"Plan B Games";"Michael Kiesling";"Chris Quilliams,Philippe Guérin"
Ambiance;61499;"Apéro Culte - spécial ou bien ?";;2020;basegame;9782501151900;5,99;"2 — 10";15;10+;français;;"Apéro Culte";"Jeu De Connaissances";Humour;"Défis,Questions & Réponses";Marabout;;
"Petite Enfance";61482;"Lotto Schtroumpf";;2012;basegame;5704976083511;18,95;"1 — 6";15;"3 — 7";français,anglais,allemand,espagnol,néerlandais;Schtroumpfs;Loto;"Jeu de Cartes";"Bande dessinée";"Association d'idées,Loto";"Barbo Toys";;
"Ludique Educatif";45697;"Parent Epuisé - Green Attitude";"Kit de Survie";2020;extension;3770006210044;0;"2 — 6";"30 — 60";4+;français;;"Parent Épuisé";"Jeu de Cartes";"Vie quotidienne";"Défis,Gestion de main";Funomenum;;
Famille;41682;Prehistories;;2020;basegame;3770005902223;25;"2 — 5";30;8+;français,anglais;;Prehistories;"Jeu de tuiles";Animaux,Arts,Chasse,Peinture,Préhistoire;"Choix simultanés,Combinaison,Contrat,Enchères,Gestion de main,Jeu caché,Placement de tuiles,Prise de risque";"The Flying Games";"Alexandre Emerit,Benoit Turpin";"Camille Chaussy"
Rétro;45960;"Risk Junior";;2019;basegame;5010993637737;18,99;"2 — 4";30;5+;français;;Risk;"Jeu de plateau";Conquête,Guerre;Stratégie;Hasbro;;
Enfance;45960;"Risk Junior";;2019;basegame;5010993637737;18,99;"2 — 4";30;5+;français;;Risk;"Jeu de plateau";Conquête,Guerre;Stratégie;Hasbro;;
Rétro;37447;"Monopoly Junior";;2013;basegame;3700126909870,5010993585816;19,99;"2 — 4";30;5+;français;;Monopoly;"Jeu de plateau";Abstrait;Parcours;Hasbro;;
Enfance;37447;"Monopoly Junior";;2013;basegame;3700126909870,5010993585816;19,99;"2 — 4";30;5+;français;;Monopoly;"Jeu de plateau";Abstrait;Parcours;Hasbro;;
"Ludique Educatif";61093;"J'apprends les formes";;2000;basegame;0871012600195;24,9;Solo;15;"3 — 6";français,anglais;;;"Jeu Éducatif";Couleurs,Formes;"Association d'idées,Encastrement";Jumbo;;
"Petite Enfance";61092;"Domino - Cars 3";;2018;basegame;8005125132805;15;"2 — 4";10;"4 — 8";français;Cars,Disney;Dominos;"Jeu de tuiles";"Automobile,Dessin animé";"Association d'idées,Cascade De Dominos";Clementoni;;
"Petite Enfance";61091;"Magnetic Shapes Box";;2012;basegame;8416040163384;39;Solo;10;"3 — 7";anglais,espagnol;;;"Jeu D'Éveil";;"Association d'idées,Magnétique,Observation";"Andreu Toys";;
"Petite Enfance";33169;"Memory - Nature";;2000;basegame;;0;"2 — 5";10;"3 — 7";français;;Memory;"Jeu de Cartes";Nature;Mémorisation;Ravensburger;;
"Petite Enfance";27445;"Jeu du Loup";;2017;basegame;9782733847817;7,95;"2 — 4";"10 — 20";"4 — 6";français;"P'tit Loup";;"Jeu de Cartes";"Animaux,Bande dessinée,Littérature,Loups";Observation,Rapidité;Auzou;"Orianne Lallemand,Roberto Fraga";"Eléonore Thuillier"
"Petite Enfance";1719;"Au Loup !";;2014;basegame;8410446314975;9;"1 — 4";15;4+;français;;;"Jeu de Cartes";Animaux;"Mémorisation,Stop ou encore";Nathan;"Marie Chaplet,Steffanie Yeakle";"Béatrice Garel"
"Petite Enfance";8063;"Le verger - jeu de cartes";;2009;basegame;;0;"1 — 6";15;"3 — 6";français;;Verger;"Jeu de plateau";"Fruits & légumes";"Chance & Hasard,Collection";Haba;"Annaliese Farkachovsky";"Ina Hattenhauer"
Famille;48891;"Block Ness";;2021;basegame;3664824001253;22,9;"2 — 4";"15 — 20";8+;français,anglais;;"Block Ness";"Casse-tête,Jeu de plateau";"Abstrait,Animaux,Fantastique,Maritime,Monstres & Créatures,Serpents";"Blocage,Connexion,Défis,Logique,perception visuelle";"Blue Orange";"Laurent Escoffier";"Christine Alcouffe,Simon Douchy"
"Ludique Educatif";19212;"La nuit des fantômes";;2015;basegame;5414301518532;15;Solo;"5 — 10";5+;français,anglais,allemand,espagnol,italien,finlandais,portugais;;;"Casse-tête,Jeu de plateau,Jeu de tuiles";"Abstrait,Fantômes & Esprits";"Déduction,Défis,Logique,Placement de tuiles,Polyominos,Réflexion,Solo";"Smart Games";"Raf Peeters";
"Ludique Educatif";50591;"Monstres sous le lit";;2017;basegame;5414301524120;17;Solo;10;6+;français,anglais,allemand,italien,néerlandais;;"Hide and seek";Casse-tête,Puzzle;"Formes,Monstres & Créatures";"Construction,Défis,Jeu caché,Logique,perception visuelle,Puzzle,Réflexion,Solo";"Smart Games";"Raf Peeters";
Ambiance;48755;"Similo - Monstres";;2021;standalone;3421272833917;12;"2 — 8";10;8+;français;;Similo;"Jeu de Cartes";"Monstres & Créatures";Argumentation,Coopération,Déduction,Élimination;"Gigamic,Horrible Guild";"Hjalmar Hach,Martino Chiacchiera,Pierluca Zizzi";Naïade
Ambiance;681;"Loup-Garou Pour Une Nuit";;2016;basegame;4005556266814;12;"3 — 10";10;9+;français;;"Loup-Garou pour une Nuit";"Jeu d'Ambiance";Fantastique,Loups-garous;"Bluff,Déduction,Élimination,Négociation,Pioche,Rôle secret";Ravensburger;"Akihisa Okui,Ted Alspach";"Gus Batts"
Ambiance;52078;"L'Assemblée des Vilains";;2021;basegame;3558380084037;12,95;"6 — 12";30;10+;français;Disney;"Les Loups-Garous de Thiercelieux";"Jeu d'Ambiance,Jeu de Cartes";"Dessin animé";"Déduction,Élimination,Rôle secret";Zygomatic;"Hervé Marly,Philippe Des Pallières";"Alexios Tjoyas,Thibault Prugne"
"Petite Enfance";60719;"Cache-cache bébé";;2014;basegame;8410446314425;0;Duo;5;"1 — 2";français;;;"Jeu D'Éveil";"Vie quotidienne";Observation;Nathan;;
"Petite Enfance";60699;"Clic'educ - les Animaux";;2016;basegame;8410446316016;0;Solo;"30 — 60";"2 — 4";français;;Clic'Educ;"Jeu D'Éveil";Animaux;;Nathan;;
Enfance;60694;"Hippo Gloutons";;2006;basegame;5023117671654;12;"2 — 4";10;4+;français;;"Hippos Gloutons";;;;MB;;
"Petite Enfance";19800;colorino;;2007;basegame;4005556240111,4005556242122;23,9;Solo;"10 — 15";"2 — 6";français,anglais,allemand;;colorino;"Jeu D'Éveil";Couleurs,Formes;"Adresse & Dextérité,Observation";Ravensburger;;Kinetic
"Petite Enfance";28411;"Mon premier Le Lynx";;2013;basegame;8412668154926;22,9;"1 — 4";15;"2 — 5";français;;"Le Lynx";"Jeu de plateau,Jeu Éducatif";Langues;"Observation,Plateau modulaire,Rapidité,Simultanéité";Educa;;
Enfance;17983;"S.O.S Ouistiti";;1999;basegame;;24;"2 — 4";15;5+;français;;"sos ouistiti";"Jeu D'Adresse";Animaux,Singes;"Adresse & Dextérité,Jet De Dés";"Mattel,Spear's Games";;
"Petite Enfance";29003;"Dino des chiffres";;2011;basegame;4010168054759;6,9;"1 — 4";10;"3 — 8";français,anglais,allemand,espagnol,italien,néerlandais;;;"Jeu Éducatif";Chiffres,Dinosaures;Mémorisation;Haba;"Kristin Mückel";"Kristin Mückel"
Enfance;20227;"Dobble Star Wars";;2016;basegame;3558380034506;0;"2 — 8";15;6+;français;"Star Wars";Dobble;"Jeu de Cartes";;;Asmodee;"Denis Blanchot";
Enfance;4886;Lollypops;;2008;basegame;;0;"2 — 5";15;5+;français;;;"Jeu de Cartes";;;Sentosphère;"Véronique Debroise";
"Ludique Educatif";4707;"Quelle heure est-il ?";;2011;basegame;3421272107414;12;"2 — 4";10;"6 — 8";français;;"Quelle Heure Est-Il ?";"Jeu de Cartes,Jeu Éducatif";"Temporalité,Vie quotidienne";"Pioche,Placement de cartes";Gigamic;"Reinhard Staupe";
Enfance;8802;Sardines;;2008;basegame;3070900051614;10;"2 — 4";15;5+;français,anglais,allemand,espagnol,italien;;;"Jeu de Cartes";Animaux,Poissons;Mémorisation,Observation;Djeco;;"Veronique Bulteau"
"Ludique Educatif";57006;"Miam'Nature - Qui Mange Quoi ?";;2022;basegame;3569160400183;19,5;"1 — 4";30;3+;français;;Récrénature;"Jeu de tuiles,Jeu Éducatif";Animaux,Nature;Appariement,Coopération,Parcours;"Bioviva Editions";;
"Escape game";41871;Suspects;"Claire Harper entre en scène";2021;basegame;3616450005334;27;"1 — 6";"30 — 60";10+;français;;Suspects;"Jeu D'Enquête";"Enquêtes & Mystères";Coopération,Déduction,Énigme,Narration,Scénarios,Solo;"Studio H";"Guillaume Montiage,Paul Hatler,Sébastien Duverger-Nédellec";"Emile Denis"
Goodies;35961;"Unlock! - à la poursuite du masque de fer";;2020;goodie;3558380073888,3558380093862;15;"1 — 6";60;10+;français;;FIJ,Unlock!;"Escape Game,Jeu de Cartes";Historique,Renaissance;Combinaison,Coopération,Déduction,Énigme,Exploration,Logique,Observation;"Space Cowboys";"Cyril Demaegd";
"Escape game";35961;"Unlock! - à la poursuite du masque de fer";;2020;goodie;3558380073888,3558380093862;15;"1 — 6";60;10+;français;;FIJ,Unlock!;"Escape Game,Jeu de Cartes";Historique,Renaissance;Combinaison,Coopération,Déduction,Énigme,Exploration,Logique,Observation;"Space Cowboys";"Cyril Demaegd";
"Escape game";57819;"Unlock! Short Adventures - Les Secrets de la Pieuvre";;2022;basegame;3558380099451;6,9;"1 — 6";45;10+;français;;"Unlock!,Unlock! Short Adventures";"Escape Game,Jeu de Cartes";"Enquêtes & Mystères,Pirates";Combinaison,Coopération,Déduction,Énigme,Exploration,Logique,Observation;"Space Cowboys";"Cyril Demaegd";"Cyrille Bertin"
"Escape game";57818;"Unlock! Short Adventures - A la poursuite de Cabrakan";;2022;basegame;3558380099468;6,9;"1 — 6";30;10+;français;;"Unlock!,Unlock! Short Adventures";"Escape Game,Jeu de Cartes";"Amérique Latine,Aventure,Enquêtes & Mystères";Combinaison,Coopération,Déduction,Énigme,Exploration,Logique,Observation;"Space Cowboys";"Cyril Demaegd";"Bruno Tatti,Pierre Santamaria"
"Escape game";57817;"Unlock! Short Adventures - Le Donjon de Doo-Arann";;2022;basegame;3558380099475;6,9;"1 — 6";30;10+;français;;"Unlock!,Unlock! Short Adventures";"Escape Game,Jeu de Cartes";"Enquêtes & Mystères,Médiéval Fantastique";Combinaison,Coopération,Déduction,Énigme,Exploration,Logique,Observation;"Space Cowboys";"Cyril Demaegd";"Arnaud Demaegd"
"Escape game";57816;"Unlock! Short Adventures - Le Vol de L'Ange";;2022;basegame;3558380099482;6,9;"2 — 6";30;10+;français;;"Unlock!,Unlock! Short Adventures";"Escape Game,Jeu de Cartes";"Enquêtes & Mystères,Europe,Renaissance,Venise";Combinaison,Coopération,Déduction,Énigme,Exploration,Logique,Observation;"Space Cowboys";"Cyril Demaegd";"Cyrille Bertin"
